,ds_provincia,cod_provincia,value,anio,trimestre,sector
4529,Ã�vila,5,6.6,2012,2,Industria
4530,Badajoz,6,28.3,2012,2,Industria
4531,"Balears, Illes",7,36.6,2012,2,Industria
4532,Barcelona,8,480.8,2012,2,Industria
4533,Bizkaia,48,93.4,2012,2,Industria
4534,Burgos,9,37.1,2012,2,Industria
4535,CÃ¡ceres,10,16.9,2012,2,Industria
4536,CÃ¡diz,11,46.7,2012,2,Industria
4537,Cantabria,39,43.7,2012,2,Industria
4538,CastellÃ³n/CastellÃ³,12,48.7,2012,2,Industria
4539,Ciudad Real,13,35.7,2012,2,Industria
4540,CÃ³rdoba,14,33.9,2012,2,Industria
4541,"CoruÃ±a, A",15,71.5,2012,2,Industria
4542,Cuenca,16,13.4,2012,2,Industria
4543,Gipuzkoa,20,80.6,2012,2,Industria
4544,Girona,17,60.9,2012,2,Industria
4545,Granada,18,29.4,2012,2,Industria
4546,Guadalajara,19,18.2,2012,2,Industria
4547,Huelva,21,22.6,2012,2,Industria
4548,Huesca,22,14.9,2012,2,Industria
4549,JaÃ©n,23,25.0,2012,2,Industria
4550,LeÃ³n,24,28.3,2012,2,Industria
4551,Lleida,25,29.9,2012,2,Industria
4552,Lugo,27,17.7,2012,2,Industria
4553,Madrid,28,290.3,2012,2,Industria
4554,MÃ¡laga,29,30.9,2012,2,Industria
4555,Murcia,30,84.3,2012,2,Industria
4556,Navarra,31,72.9,2012,2,Industria
4557,Ourense,32,23.1,2012,2,Industria
4558,Palencia,34,12.1,2012,2,Industria
4559,"Palmas, Las",35,20.6,2012,2,Industria
4560,Pontevedra,36,76.5,2012,2,Industria
4561,"Rioja, La",26,33.8,2012,2,Industria
4562,Salamanca,37,19.7,2012,2,Industria
4563,Santa Cruz de Tenerife,38,22.6,2012,2,Industria
4564,Segovia,40,7.5,2012,2,Industria
4565,Sevilla,41,90.5,2012,2,Industria
4566,Soria,42,10.0,2012,2,Industria
4567,Tarragona,43,59.8,2012,2,Industria
4568,Teruel,44,10.6,2012,2,Industria
4569,Toledo,45,55.3,2012,2,Industria
4570,Valencia/ValÃ¨ncia,46,169.2,2012,2,Industria
4571,Valladolid,47,41.1,2012,2,Industria
4572,Zamora,49,7.5,2012,2,Industria
4573,Zaragoza,50,79.9,2012,2,Industria
4574,Ceuta,51,0.5,2012,2,Industria
4575,Melilla,52,0.5,2012,2,Industria
4576,Albacete,2,30.0,2012,2,ParadosActivos
4577,Alicante/Alacant,3,131.5,2012,2,ParadosActivos
4578,AlmerÃ­a,4,63.9,2012,2,ParadosActivos
4579,Araba/Ã�lava,1,14.5,2012,2,ParadosActivos
4580,Asturias,33,52.8,2012,2,ParadosActivos
4581,Ã�vila,5,9.4,2012,2,ParadosActivos
4582,Badajoz,6,51.8,2012,2,ParadosActivos
4583,"Balears, Illes",7,65.1,2012,2,ParadosActivos
4584,Barcelona,8,368.9,2012,2,ParadosActivos
4585,Bizkaia,48,47.0,2012,2,ParadosActivos
4586,Burgos,9,14.9,2012,2,ParadosActivos
4587,CÃ¡ceres,10,26.3,2012,2,ParadosActivos
4588,CÃ¡diz,11,103.8,2012,2,ParadosActivos
4589,Cantabria,39,25.9,2012,2,ParadosActivos
4590,CastellÃ³n/CastellÃ³,12,39.9,2012,2,ParadosActivos
4591,Ciudad Real,13,38.6,2012,2,ParadosActivos
4592,CÃ³rdoba,14,53.9,2012,2,ParadosActivos
4593,"CoruÃ±a, A",15,50.1,2012,2,ParadosActivos
4594,Cuenca,16,11.0,2012,2,ParadosActivos
4595,Gipuzkoa,20,20.8,2012,2,ParadosActivos
4596,Girona,17,54.7,2012,2,ParadosActivos
4597,Granada,18,77.3,2012,2,ParadosActivos
4598,Guadalajara,19,16.1,2012,2,ParadosActivos
4599,Huelva,21,34.8,2012,2,ParadosActivos
4600,Huesca,22,8.2,2012,2,ParadosActivos
4601,JaÃ©n,23,39.0,2012,2,ParadosActivos
4602,LeÃ³n,24,24.3,2012,2,ParadosActivos
4603,Lleida,25,23.6,2012,2,ParadosActivos
4604,Lugo,27,12.8,2012,2,ParadosActivos
4605,Madrid,28,353.9,2012,2,ParadosActivos
4606,MÃ¡laga,29,145.3,2012,2,ParadosActivos
4607,Murcia,30,98.5,2012,2,ParadosActivos
4608,Navarra,31,24.5,2012,2,ParadosActivos
4609,Ourense,32,14.8,2012,2,ParadosActivos
4610,Palencia,34,7.7,2012,2,ParadosActivos
4611,"Palmas, Las",35,110.7,2012,2,ParadosActivos
4612,Pontevedra,36,64.0,2012,2,ParadosActivos
4613,"Rioja, La",26,18.8,2012,2,ParadosActivos
4614,Salamanca,37,16.5,2012,2,ParadosActivos
4615,Santa Cruz de Tenerife,38,86.8,2012,2,ParadosActivos
4616,Segovia,40,7.4,2012,2,ParadosActivos
4617,Sevilla,41,155.9,2012,2,ParadosActivos
4618,Soria,42,3.4,2012,2,ParadosActivos
4619,Tarragona,43,46.8,2012,2,ParadosActivos
4620,Teruel,44,6.8,2012,2,ParadosActivos
4621,Toledo,45,51.9,2012,2,ParadosActivos
4622,Valencia/ValÃ¨ncia,46,172.0,2012,2,ParadosActivos
4623,Valladolid,47,25.6,2012,2,ParadosActivos
4624,Zamora,49,8.9,2012,2,ParadosActivos
4625,Zaragoza,50,48.0,2012,2,ParadosActivos
4626,Ceuta,51,9.3,2012,2,ParadosActivos
4627,Melilla,52,6.8,2012,2,ParadosActivos
4628,Albacete,2,110.0,2012,2,Servicios
4629,Alicante/Alacant,3,535.8,2012,2,Servicios
4630,AlmerÃ­a,4,201.4,2012,2,Servicios
4631,Araba/Ã�lava,1,99.5,2012,2,Servicios
4632,Asturias,33,316.0,2012,2,Servicios
4633,Ã�vila,5,46.8,2012,2,Servicios
4634,Badajoz,6,173.0,2012,2,Servicios
4635,"Balears, Illes",7,455.5,2012,2,Servicios
4636,Barcelona,8,1839.4,2012,2,Servicios
4637,Bizkaia,48,380.4,2012,2,Servicios
4638,Burgos,9,111.7,2012,2,Servicios
4639,CÃ¡ceres,10,100.3,2012,2,Servicios
4640,CÃ¡diz,11,369.4,2012,2,Servicios
4641,Cantabria,39,183.1,2012,2,Servicios
4642,CastellÃ³n/CastellÃ³,12,167.0,2012,2,Servicios
4643,Ciudad Real,13,125.9,2012,2,Servicios
4644,CÃ³rdoba,14,213.4,2012,2,Servicios
4645,"CoruÃ±a, A",15,357.7,2012,2,Servicios
4646,Cuenca,16,50.9,2012,2,Servicios
4647,Gipuzkoa,20,221.0,2012,2,Servicios
4648,Girona,17,244.0,2012,2,Servicios
4649,Granada,18,268.3,2012,2,Servicios
4650,Guadalajara,19,87.3,2012,2,Servicios
4651,Huelva,21,133.5,2012,2,Servicios
4652,Huesca,22,67.9,2012,2,Servicios
4653,JaÃ©n,23,161.0,2012,2,Servicios
4654,LeÃ³n,24,136.8,2012,2,Servicios
4655,Lleida,25,130.9,2012,2,Servicios
4656,Lugo,27,90.5,2012,2,Servicios
4657,Madrid,28,2622.8,2012,2,Servicios
4658,MÃ¡laga,29,528.7,2012,2,Servicios
4659,Murcia,30,409.7,2012,2,Servicios
4660,Navarra,31,189.9,2012,2,Servicios
4661,Ourense,32,84.3,2012,2,Servicios
4662,Palencia,34,44.1,2012,2,Servicios
4663,"Palmas, Las",35,405.7,2012,2,Servicios
4664,Pontevedra,36,266.0,2012,2,Servicios
4665,"Rioja, La",26,86.2,2012,2,Servicios
4666,Salamanca,37,104.1,2012,2,Servicios
4667,Santa Cruz de Tenerife,38,367.2,2012,2,Servicios
4668,Segovia,40,46.7,2012,2,Servicios
4669,Sevilla,41,586.1,2012,2,Servicios
4670,Soria,42,24.4,2012,2,Servicios
4671,Tarragona,43,246.2,2012,2,Servicios
4672,Teruel,44,36.7,2012,2,Servicios
4673,Toledo,45,197.7,2012,2,Servicios
4674,Valencia/ValÃ¨ncia,46,812.9,2012,2,Servicios
4675,Valladolid,47,176.2,2012,2,Servicios
4676,Zamora,49,45.2,2012,2,Servicios
4677,Zaragoza,50,315.6,2012,2,Servicios
4678,Ceuta,51,27.2,2012,2,Servicios
4679,Melilla,52,25.6,2012,2,Servicios
4680,Albacete,2,16.1,2012,3,Agricultura
4681,Alicante/Alacant,3,39.2,2012,3,Agricultura
4682,AlmerÃ­a,4,62.2,2012,3,Agricultura
4683,Araba/Ã�lava,1,3.4,2012,3,Agricultura
4684,Asturias,33,17.7,2012,3,Agricultura
4685,Ã�vila,5,8.3,2012,3,Agricultura
4686,Badajoz,6,38.6,2012,3,Agricultura
4687,"Balears, Illes",7,5.1,2012,3,Agricultura
4688,Barcelona,8,14.3,2012,3,Agricultura
4689,Bizkaia,48,6.7,2012,3,Agricultura
4690,Burgos,9,8.0,2012,3,Agricultura
4691,CÃ¡ceres,10,21.1,2012,3,Agricultura
4692,CÃ¡diz,11,20.2,2012,3,Agricultura
4693,Cantabria,39,7.9,2012,3,Agricultura
4694,CastellÃ³n/CastellÃ³,12,15.4,2012,3,Agricultura
4695,Ciudad Real,13,22.3,2012,3,Agricultura
4696,CÃ³rdoba,14,49.0,2012,3,Agricultura
4697,"CoruÃ±a, A",15,27.9,2012,3,Agricultura
4698,Cuenca,16,11.7,2012,3,Agricultura
4699,Gipuzkoa,20,2.4,2012,3,Agricultura
4700,Girona,17,10.4,2012,3,Agricultura
4701,Granada,18,38.0,2012,3,Agricultura
4702,Guadalajara,19,3.1,2012,3,Agricultura
4703,Huelva,21,37.8,2012,3,Agricultura
4704,Huesca,22,13.2,2012,3,Agricultura
4705,JaÃ©n,23,47.2,2012,3,Agricultura
4706,LeÃ³n,24,9.4,2012,3,Agricultura
4707,Lleida,25,20.6,2012,3,Agricultura
4708,Lugo,27,24.8,2012,3,Agricultura
4709,Madrid,28,12.7,2012,3,Agricultura
4710,MÃ¡laga,29,22.5,2012,3,Agricultura
4711,Murcia,30,85.1,2012,3,Agricultura
4712,Navarra,31,11.4,2012,3,Agricultura
4713,Ourense,32,8.3,2012,3,Agricultura
4714,Palencia,34,9.4,2012,3,Agricultura
4715,"Palmas, Las",35,11.7,2012,3,Agricultura
4716,Pontevedra,36,23.0,2012,3,Agricultura
4717,"Rioja, La",26,8.8,2012,3,Agricultura
4718,Salamanca,37,15.0,2012,3,Agricultura
4719,Santa Cruz de Tenerife,38,13.9,2012,3,Agricultura
4720,Segovia,40,7.3,2012,3,Agricultura
4721,Sevilla,41,54.1,2012,3,Agricultura
4722,Soria,42,4.7,2012,3,Agricultura
4723,Tarragona,43,21.5,2012,3,Agricultura
4724,Teruel,44,6.6,2012,3,Agricultura
4725,Toledo,45,18.5,2012,3,Agricultura
4726,Valencia/ValÃ¨ncia,46,33.6,2012,3,Agricultura
4727,Valladolid,47,13.0,2012,3,Agricultura
4728,Zamora,49,8.8,2012,3,Agricultura
4729,Zaragoza,50,18.5,2012,3,Agricultura
4730,Ceuta,51,0.5,2012,3,Agricultura
4731,Melilla,52,0.0,2012,3,Agricultura
4732,Albacete,2,15.6,2012,3,Construccion
4733,Alicante/Alacant,3,55.8,2012,3,Construccion
4734,AlmerÃ­a,4,17.6,2012,3,Construccion
4735,Araba/Ã�lava,1,7.5,2012,3,Construccion
4736,Asturias,33,40.6,2012,3,Construccion
4737,Ã�vila,5,7.8,2012,3,Construccion
4738,Badajoz,6,23.2,2012,3,Construccion
4739,"Balears, Illes",7,53.4,2012,3,Construccion
4740,Barcelona,8,158.3,2012,3,Construccion
4741,Bizkaia,48,31.8,2012,3,Construccion
4742,Burgos,9,16.4,2012,3,Construccion
4743,CÃ¡ceres,10,17.7,2012,3,Construccion
4744,CÃ¡diz,11,40.7,2012,3,Construccion
4745,Cantabria,39,22.8,2012,3,Construccion
4746,CastellÃ³n/CastellÃ³,12,23.1,2012,3,Construccion
4747,Ciudad Real,13,22.6,2012,3,Construccion
4748,CÃ³rdoba,14,23.5,2012,3,Construccion
4749,"CoruÃ±a, A",15,44.6,2012,3,Construccion
4750,Cuenca,16,7.3,2012,3,Construccion
4751,Gipuzkoa,20,20.4,2012,3,Construccion
4752,Girona,17,33.4,2012,3,Construccion
4753,Granada,18,25.0,2012,3,Construccion
4754,Guadalajara,19,11.2,2012,3,Construccion
4755,Huelva,21,17.3,2012,3,Construccion
4756,Huesca,22,8.1,2012,3,Construccion
4757,JaÃ©n,23,19.9,2012,3,Construccion
4758,LeÃ³n,24,17.6,2012,3,Construccion
4759,Lleida,25,13.8,2012,3,Construccion
4760,Lugo,27,11.0,2012,3,Construccion
4761,Madrid,28,186.1,2012,3,Construccion
4762,MÃ¡laga,29,52.4,2012,3,Construccion
4763,Murcia,30,53.9,2012,3,Construccion
4764,Navarra,31,23.0,2012,3,Construccion
4765,Ourense,32,12.3,2012,3,Construccion
4766,Palencia,34,6.1,2012,3,Construccion
4767,"Palmas, Las",35,32.5,2012,3,Construccion
4768,Pontevedra,36,33.1,2012,3,Construccion
4769,"Rioja, La",26,14.6,2012,3,Construccion
4770,Salamanca,37,10.2,2012,3,Construccion
4771,Santa Cruz de Tenerife,38,35.2,2012,3,Construccion
4772,Segovia,40,7.7,2012,3,Construccion
4773,Sevilla,41,52.8,2012,3,Construccion
4774,Soria,42,4.2,2012,3,Construccion
4775,Tarragona,43,34.3,2012,3,Construccion
4776,Teruel,44,5.9,2012,3,Construccion
4777,Toledo,45,28.8,2012,3,Construccion
4778,Valencia/ValÃ¨ncia,46,91.5,2012,3,Construccion
4779,Valladolid,47,17.7,2012,3,Construccion
4780,Zamora,49,8.0,2012,3,Construccion
4781,Zaragoza,50,33.6,2012,3,Construccion
4782,Ceuta,51,1.2,2012,3,Construccion
4783,Melilla,52,2.4,2012,3,Construccion
4784,Albacete,2,20.5,2012,3,Industria
4785,Alicante/Alacant,3,131.4,2012,3,Industria
4786,AlmerÃ­a,4,15.9,2012,3,Industria
4787,Araba/Ã�lava,1,35.6,2012,3,Industria
4788,Asturias,33,66.0,2012,3,Industria
4789,Ã�vila,5,7.7,2012,3,Industria
4790,Badajoz,6,31.0,2012,3,Industria
4791,"Balears, Illes",7,36.7,2012,3,Industria
4792,Barcelona,8,491.9,2012,3,Industria
4793,Bizkaia,48,84.5,2012,3,Industria
4794,Burgos,9,36.4,2012,3,Industria
4795,CÃ¡ceres,10,19.2,2012,3,Industria
4796,CÃ¡diz,11,42.2,2012,3,Industria
4797,Cantabria,39,40.4,2012,3,Industria
4798,CastellÃ³n/CastellÃ³,12,51.5,2012,3,Industria
4799,Ciudad Real,13,33.7,2012,3,Industria
4800,CÃ³rdoba,14,35.8,2012,3,Industria
4801,"CoruÃ±a, A",15,68.2,2012,3,Industria
4802,Cuenca,16,14.6,2012,3,Industria
4803,Gipuzkoa,20,75.0,2012,3,Industria
4804,Girona,17,62.1,2012,3,Industria
4805,Granada,18,27.4,2012,3,Industria
4806,Guadalajara,19,16.9,2012,3,Industria
4807,Huelva,21,23.2,2012,3,Industria
4808,Huesca,22,14.4,2012,3,Industria
4809,JaÃ©n,23,27.6,2012,3,Industria
4810,LeÃ³n,24,25.9,2012,3,Industria
4811,Lleida,25,31.5,2012,3,Industria
4812,Lugo,27,18.1,2012,3,Industria
4813,Madrid,28,294.5,2012,3,Industria
4814,MÃ¡laga,29,32.7,2012,3,Industria
4815,Murcia,30,82.2,2012,3,Industria
4816,Navarra,31,76.0,2012,3,Industria
4817,Ourense,32,21.5,2012,3,Industria
4818,Palencia,34,13.1,2012,3,Industria
4819,"Palmas, Las",35,25.2,2012,3,Industria
4820,Pontevedra,36,76.3,2012,3,Industria
4821,"Rioja, La",26,34.3,2012,3,Industria
4822,Salamanca,37,19.0,2012,3,Industria
4823,Santa Cruz de Tenerife,38,23.9,2012,3,Industria
4824,Segovia,40,7.1,2012,3,Industria
4825,Sevilla,41,83.5,2012,3,Industria
4826,Soria,42,9.8,2012,3,Industria
4827,Tarragona,43,61.1,2012,3,Industria
4828,Teruel,44,11.8,2012,3,Industria
4829,Toledo,45,57.3,2012,3,Industria
4830,Valencia/ValÃ¨ncia,46,171.6,2012,3,Industria
4831,Valladolid,47,40.0,2012,3,Industria
4832,Zamora,49,6.9,2012,3,Industria
4833,Zaragoza,50,81.9,2012,3,Industria
4834,Ceuta,51,1.3,2012,3,Industria
4835,Melilla,52,0.8,2012,3,Industria
4836,Albacete,2,30.4,2012,3,ParadosActivos
4837,Alicante/Alacant,3,145.4,2012,3,ParadosActivos
4838,AlmerÃ­a,4,69.6,2012,3,ParadosActivos
4839,Araba/Ã�lava,1,14.0,2012,3,ParadosActivos
4840,Asturias,33,59.4,2012,3,ParadosActivos
4841,Ã�vila,5,10.5,2012,3,ParadosActivos
4842,Badajoz,6,54.8,2012,3,ParadosActivos
4843,"Balears, Illes",7,73.3,2012,3,ParadosActivos
4844,Barcelona,8,383.1,2012,3,ParadosActivos
4845,Bizkaia,48,57.6,2012,3,ParadosActivos
4846,Burgos,9,15.0,2012,3,ParadosActivos
4847,CÃ¡ceres,10,29.2,2012,3,ParadosActivos
4848,CÃ¡diz,11,117.0,2012,3,ParadosActivos
4849,Cantabria,39,24.8,2012,3,ParadosActivos
4850,CastellÃ³n/CastellÃ³,12,39.1,2012,3,ParadosActivos
4851,Ciudad Real,13,38.3,2012,3,ParadosActivos
4852,CÃ³rdoba,14,66.5,2012,3,ParadosActivos
4853,"CoruÃ±a, A",15,48.4,2012,3,ParadosActivos
4854,Cuenca,16,11.0,2012,3,ParadosActivos
4855,Gipuzkoa,20,21.4,2012,3,ParadosActivos
4856,Girona,17,48.6,2012,3,ParadosActivos
4857,Granada,18,84.2,2012,3,ParadosActivos
4858,Guadalajara,19,14.6,2012,3,ParadosActivos
4859,Huelva,21,37.5,2012,3,ParadosActivos
4860,Huesca,22,7.3,2012,3,ParadosActivos
4861,JaÃ©n,23,42.6,2012,3,ParadosActivos
4862,LeÃ³n,24,29.7,2012,3,ParadosActivos
4863,Lleida,25,19.8,2012,3,ParadosActivos
4864,Lugo,27,13.6,2012,3,ParadosActivos
4865,Madrid,28,349.4,2012,3,ParadosActivos
4866,MÃ¡laga,29,144.4,2012,3,ParadosActivos
4867,Murcia,30,102.5,2012,3,ParadosActivos
4868,Navarra,31,22.7,2012,3,ParadosActivos
4869,Ourense,32,15.8,2012,3,ParadosActivos
4870,Palencia,34,7.2,2012,3,ParadosActivos
4871,"Palmas, Las",35,110.6,2012,3,ParadosActivos
4872,Pontevedra,36,64.2,2012,3,ParadosActivos
4873,"Rioja, La",26,15.8,2012,3,ParadosActivos
4874,Salamanca,37,17.4,2012,3,ParadosActivos
4875,Santa Cruz de Tenerife,38,93.8,2012,3,ParadosActivos
4876,Segovia,40,9.4,2012,3,ParadosActivos
4877,Sevilla,41,166.8,2012,3,ParadosActivos
4878,Soria,42,3.9,2012,3,ParadosActivos
4879,Tarragona,43,51.2,2012,3,ParadosActivos
4880,Teruel,44,7.5,2012,3,ParadosActivos
4881,Toledo,45,56.2,2012,3,ParadosActivos
4882,Valencia/ValÃ¨ncia,46,187.8,2012,3,ParadosActivos
4883,Valladolid,47,27.7,2012,3,ParadosActivos
4884,Zamora,49,11.0,2012,3,ParadosActivos
4885,Zaragoza,50,51.7,2012,3,ParadosActivos
4886,Ceuta,51,10.4,2012,3,ParadosActivos
4887,Melilla,52,6.9,2012,3,ParadosActivos
4888,Albacete,2,103.5,2012,3,Servicios
4889,Alicante/Alacant,3,527.8,2012,3,Servicios
4890,AlmerÃ­a,4,195.5,2012,3,Servicios
4891,Araba/Ã�lava,1,103.5,2012,3,Servicios
4892,Asturias,33,310.5,2012,3,Servicios
4893,Ã�vila,5,46.2,2012,3,Servicios
4894,Badajoz,6,181.3,2012,3,Servicios
4895,"Balears, Illes",7,470.2,2012,3,Servicios
4896,Barcelona,8,1834.9,2012,3,Servicios
4897,Bizkaia,48,383.7,2012,3,Servicios
4898,Burgos,9,109.9,2012,3,Servicios
4899,CÃ¡ceres,10,100.5,2012,3,Servicios
4900,CÃ¡diz,11,376.5,2012,3,Servicios
4901,Cantabria,39,187.1,2012,3,Servicios
4902,CastellÃ³n/CastellÃ³,12,163.5,2012,3,Servicios
4903,Ciudad Real,13,126.1,2012,3,Servicios
4904,CÃ³rdoba,14,203.1,2012,3,Servicios
4905,"CoruÃ±a, A",15,366.2,2012,3,Servicios
4906,Cuenca,16,51.9,2012,3,Servicios
4907,Gipuzkoa,20,214.9,2012,3,Servicios
4908,Girona,17,245.3,2012,3,Servicios
4909,Granada,18,267.0,2012,3,Servicios
4910,Guadalajara,19,90.1,2012,3,Servicios
4911,Huelva,21,141.5,2012,3,Servicios
4912,Huesca,22,69.8,2012,3,Servicios
4913,JaÃ©n,23,163.2,2012,3,Servicios
4914,LeÃ³n,24,133.7,2012,3,Servicios
4915,Lleida,25,135.7,2012,3,Servicios
4916,Lugo,27,90.6,2012,3,Servicios
4917,Madrid,28,2609.2,2012,3,Servicios
4918,MÃ¡laga,29,534.6,2012,3,Servicios
4919,Murcia,30,410.3,2012,3,Servicios
4920,Navarra,31,186.4,2012,3,Servicios
4921,Ourense,32,85.7,2012,3,Servicios
4922,Palencia,34,45.1,2012,3,Servicios
4923,"Palmas, Las",35,407.8,2012,3,Servicios
4924,Pontevedra,36,265.7,2012,3,Servicios
4925,"Rioja, La",26,85.3,2012,3,Servicios
4926,Salamanca,37,101.6,2012,3,Servicios
4927,Santa Cruz de Tenerife,38,351.6,2012,3,Servicios
4928,Segovia,40,48.0,2012,3,Servicios
4929,Sevilla,41,573.6,2012,3,Servicios
4930,Soria,42,24.2,2012,3,Servicios
4931,Tarragona,43,239.4,2012,3,Servicios
4932,Teruel,44,35.1,2012,3,Servicios
4933,Toledo,45,191.6,2012,3,Servicios
4934,Valencia/ValÃ¨ncia,46,800.7,2012,3,Servicios
4935,Valladolid,47,173.8,2012,3,Servicios
4936,Zamora,49,43.4,2012,3,Servicios
4937,Zaragoza,50,309.6,2012,3,Servicios
4938,Ceuta,51,25.6,2012,3,Servicios
4939,Melilla,52,25.6,2012,3,Servicios
4940,Albacete,2,15.5,2012,4,Agricultura
4941,Alicante/Alacant,3,37.8,2012,4,Agricultura
4942,AlmerÃ­a,4,60.2,2012,4,Agricultura
4943,Araba/Ã�lava,1,3.6,2012,4,Agricultura
4944,Asturias,33,17.6,2012,4,Agricultura
4945,Ã�vila,5,8.8,2012,4,Agricultura
4946,Badajoz,6,38.6,2012,4,Agricultura
4947,"Balears, Illes",7,5.8,2012,4,Agricultura
4948,Barcelona,8,12.1,2012,4,Agricultura
4949,Bizkaia,48,6.8,2012,4,Agricultura
4950,Burgos,9,8.1,2012,4,Agricultura
4951,CÃ¡ceres,10,19.4,2012,4,Agricultura
4952,CÃ¡diz,11,21.7,2012,4,Agricultura
4953,Cantabria,39,7.0,2012,4,Agricultura
4954,CastellÃ³n/CastellÃ³,12,15.2,2012,4,Agricultura
4955,Ciudad Real,13,22.8,2012,4,Agricultura
4956,CÃ³rdoba,14,55.5,2012,4,Agricultura
4957,"CoruÃ±a, A",15,26.1,2012,4,Agricultura
4958,Cuenca,16,10.1,2012,4,Agricultura
4959,Gipuzkoa,20,2.5,2012,4,Agricultura
4960,Girona,17,9.2,2012,4,Agricultura
4961,Granada,18,46.7,2012,4,Agricultura
4962,Guadalajara,19,2.6,2012,4,Agricultura
4963,Huelva,21,48.3,2012,4,Agricultura
4964,Huesca,22,13.3,2012,4,Agricultura
4965,JaÃ©n,23,53.4,2012,4,Agricultura
4966,LeÃ³n,24,8.7,2012,4,Agricultura
4967,Lleida,25,22.5,2012,4,Agricultura
4968,Lugo,27,25.7,2012,4,Agricultura
4969,Madrid,28,11.0,2012,4,Agricultura
4970,MÃ¡laga,29,23.8,2012,4,Agricultura
4971,Murcia,30,84.9,2012,4,Agricultura
4972,Navarra,31,11.2,2012,4,Agricultura
4973,Ourense,32,7.5,2012,4,Agricultura
4974,Palencia,34,7.7,2012,4,Agricultura
4975,"Palmas, Las",35,13.4,2012,4,Agricultura
4976,Pontevedra,36,24.0,2012,4,Agricultura
4977,"Rioja, La",26,9.5,2012,4,Agricultura
4978,Salamanca,37,11.9,2012,4,Agricultura
4979,Santa Cruz de Tenerife,38,16.9,2012,4,Agricultura
4980,Segovia,40,5.4,2012,4,Agricultura
4981,Sevilla,41,64.6,2012,4,Agricultura
4982,Soria,42,4.4,2012,4,Agricultura
4983,Tarragona,43,20.2,2012,4,Agricultura
4984,Teruel,44,6.7,2012,4,Agricultura
4985,Toledo,45,18.8,2012,4,Agricultura
4986,Valencia/ValÃ¨ncia,46,30.4,2012,4,Agricultura
4987,Valladolid,47,13.2,2012,4,Agricultura
4988,Zamora,49,9.9,2012,4,Agricultura
4989,Zaragoza,50,19.6,2012,4,Agricultura
4990,Ceuta,51,0.2,2012,4,Agricultura
4991,Melilla,52,0.0,2012,4,Agricultura
4992,Albacete,2,15.4,2012,4,Construccion
4993,Alicante/Alacant,3,55.6,2012,4,Construccion
4994,AlmerÃ­a,4,16.9,2012,4,Construccion
4995,Araba/Ã�lava,1,8.3,2012,4,Construccion
4996,Asturias,33,36.9,2012,4,Construccion
4997,Ã�vila,5,8.0,2012,4,Construccion
4998,Badajoz,6,22.4,2012,4,Construccion
4999,"Balears, Illes",7,45.3,2012,4,Construccion
5000,Barcelona,8,153.2,2012,4,Construccion
5001,Bizkaia,48,36.8,2012,4,Construccion
5002,Burgos,9,16.3,2012,4,Construccion
5003,CÃ¡ceres,10,17.7,2012,4,Construccion
5004,CÃ¡diz,11,33.4,2012,4,Construccion
5005,Cantabria,39,20.8,2012,4,Construccion
5006,CastellÃ³n/CastellÃ³,12,21.9,2012,4,Construccion
5007,Ciudad Real,13,21.8,2012,4,Construccion
5008,CÃ³rdoba,14,21.8,2012,4,Construccion
5009,"CoruÃ±a, A",15,40.1,2012,4,Construccion
5010,Cuenca,16,7.3,2012,4,Construccion
5011,Gipuzkoa,20,18.7,2012,4,Construccion
5012,Girona,17,31.6,2012,4,Construccion
5013,Granada,18,22.3,2012,4,Construccion
5014,Guadalajara,19,8.7,2012,4,Construccion
5015,Huelva,21,14.9,2012,4,Construccion
5016,Huesca,22,8.1,2012,4,Construccion
5017,JaÃ©n,23,20.0,2012,4,Construccion
5018,LeÃ³n,24,16.8,2012,4,Construccion
5019,Lleida,25,16.7,2012,4,Construccion
5020,Lugo,27,11.6,2012,4,Construccion
5021,Madrid,28,181.7,2012,4,Construccion
5022,MÃ¡laga,29,45.7,2012,4,Construccion
5023,Murcia,30,47.8,2012,4,Construccion
5024,Navarra,31,22.3,2012,4,Construccion
5025,Ourense,32,10.8,2012,4,Construccion
5026,Palencia,34,5.0,2012,4,Construccion
5027,"Palmas, Las",35,35.8,2012,4,Construccion
5028,Pontevedra,36,32.3,2012,4,Construccion
5029,"Rioja, La",26,13.5,2012,4,Construccion
5030,Salamanca,37,9.7,2012,4,Construccion
5031,Santa Cruz de Tenerife,38,31.4,2012,4,Construccion
5032,Segovia,40,6.7,2012,4,Construccion
5033,Sevilla,41,45.9,2012,4,Construccion
5034,Soria,42,3.6,2012,4,Construccion
5035,Tarragona,43,33.2,2012,4,Construccion
5036,Teruel,44,6.0,2012,4,Construccion
5037,Toledo,45,31.5,2012,4,Construccion
5038,Valencia/ValÃ¨ncia,46,82.6,2012,4,Construccion
5039,Valladolid,47,20.5,2012,4,Construccion
5040,Zamora,49,7.1,2012,4,Construccion
5041,Zaragoza,50,31.7,2012,4,Construccion
5042,Ceuta,51,1.6,2012,4,Construccion
5043,Melilla,52,3.0,2012,4,Construccion
5044,Albacete,2,19.7,2012,4,Industria
5045,Alicante/Alacant,3,127.7,2012,4,Industria
5046,AlmerÃ­a,4,13.1,2012,4,Industria
5047,Araba/Ã�lava,1,35.7,2012,4,Industria
5048,Asturias,33,63.0,2012,4,Industria
5049,Ã�vila,5,7.7,2012,4,Industria
