,ds_provincia,cod_provincia,value,anio,trimestre,sector
8832,Teruel,44,34.2,2016,2,Servicios
8833,Toledo,45,191.9,2016,2,Servicios
8834,Valencia/ValÃ¨ncia,46,823.5,2016,2,Servicios
8835,Valladolid,47,167.3,2016,2,Servicios
8836,Zamora,49,45.8,2016,2,Servicios
8837,Zaragoza,50,306.4,2016,2,Servicios
8838,Ceuta,51,29.3,2016,2,Servicios
8839,Melilla,52,25.1,2016,2,Servicios
8840,Albacete,2,18.0,2016,3,Agricultura
8841,Alicante/Alacant,3,18.4,2016,3,Agricultura
8842,AlmerÃ­a,4,86.0,2016,3,Agricultura
8843,Araba/Ã�lava,1,2.3,2016,3,Agricultura
8844,Asturias,33,14.3,2016,3,Agricultura
8845,Ã�vila,5,7.0,2016,3,Agricultura
8846,Badajoz,6,38.2,2016,3,Agricultura
8847,"Balears, Illes",7,3.8,2016,3,Agricultura
8848,Barcelona,8,10.7,2016,3,Agricultura
8849,Bizkaia,48,7.0,2016,3,Agricultura
8850,Burgos,9,9.7,2016,3,Agricultura
8851,CÃ¡ceres,10,16.4,2016,3,Agricultura
8852,CÃ¡diz,11,15.2,2016,3,Agricultura
8853,Cantabria,39,7.6,2016,3,Agricultura
8854,CastellÃ³n/CastellÃ³,12,8.0,2016,3,Agricultura
8855,Ciudad Real,13,20.7,2016,3,Agricultura
8856,CÃ³rdoba,14,50.1,2016,3,Agricultura
8857,"CoruÃ±a, A",15,25.3,2016,3,Agricultura
8858,Cuenca,16,12.6,2016,3,Agricultura
8859,Gipuzkoa,20,3.0,2016,3,Agricultura
8860,Girona,17,10.2,2016,3,Agricultura
8861,Granada,18,44.9,2016,3,Agricultura
8862,Guadalajara,19,2.7,2016,3,Agricultura
8863,Huelva,21,41.1,2016,3,Agricultura
8864,Huesca,22,12.8,2016,3,Agricultura
8865,JaÃ©n,23,54.1,2016,3,Agricultura
8866,LeÃ³n,24,10.8,2016,3,Agricultura
8867,Lleida,25,18.6,2016,3,Agricultura
8868,Lugo,27,20.9,2016,3,Agricultura
8869,Madrid,28,11.7,2016,3,Agricultura
8870,MÃ¡laga,29,18.6,2016,3,Agricultura
8871,Murcia,30,90.4,2016,3,Agricultura
8872,Navarra,31,10.8,2016,3,Agricultura
8873,Ourense,32,7.2,2016,3,Agricultura
8874,Palencia,34,6.9,2016,3,Agricultura
8875,"Palmas, Las",35,11.8,2016,3,Agricultura
8876,Pontevedra,36,22.7,2016,3,Agricultura
8877,"Rioja, La",26,8.5,2016,3,Agricultura
8878,Salamanca,37,11.2,2016,3,Agricultura
8879,Santa Cruz de Tenerife,38,13.2,2016,3,Agricultura
8880,Segovia,40,7.2,2016,3,Agricultura
8881,Sevilla,41,50.7,2016,3,Agricultura
8882,Soria,42,4.7,2016,3,Agricultura
8883,Tarragona,43,19.6,2016,3,Agricultura
8884,Teruel,44,6.6,2016,3,Agricultura
8885,Toledo,45,15.4,2016,3,Agricultura
8886,Valencia/ValÃ¨ncia,46,32.7,2016,3,Agricultura
8887,Valladolid,47,11.1,2016,3,Agricultura
8888,Zamora,49,11.7,2016,3,Agricultura
8889,Zaragoza,50,20.6,2016,3,Agricultura
8890,Ceuta,51,0.0,2016,3,Agricultura
8891,Melilla,52,0.0,2016,3,Agricultura
8892,Albacete,2,10.7,2016,3,Construccion
8893,Alicante/Alacant,3,51.1,2016,3,Construccion
8894,AlmerÃ­a,4,21.8,2016,3,Construccion
8895,Araba/Ã�lava,1,3.4,2016,3,Construccion
8896,Asturias,33,25.8,2016,3,Construccion
8897,Ã�vila,5,5.0,2016,3,Construccion
8898,Badajoz,6,19.2,2016,3,Construccion
8899,"Balears, Illes",7,54.6,2016,3,Construccion
8900,Barcelona,8,143.0,2016,3,Construccion
8901,Bizkaia,48,35.0,2016,3,Construccion
8902,Burgos,9,12.4,2016,3,Construccion
8903,CÃ¡ceres,10,16.0,2016,3,Construccion
8904,CÃ¡diz,11,29.9,2016,3,Construccion
8905,Cantabria,39,18.7,2016,3,Construccion
8906,CastellÃ³n/CastellÃ³,12,16.8,2016,3,Construccion
8907,Ciudad Real,13,17.7,2016,3,Construccion
8908,CÃ³rdoba,14,17.7,2016,3,Construccion
8909,"CoruÃ±a, A",15,32.9,2016,3,Construccion
8910,Cuenca,16,6.9,2016,3,Construccion
8911,Gipuzkoa,20,15.0,2016,3,Construccion
8912,Girona,17,26.2,2016,3,Construccion
8913,Granada,18,19.1,2016,3,Construccion
8914,Guadalajara,19,9.5,2016,3,Construccion
8915,Huelva,21,20.0,2016,3,Construccion
8916,Huesca,22,7.2,2016,3,Construccion
8917,JaÃ©n,23,16.0,2016,3,Construccion
8918,LeÃ³n,24,11.9,2016,3,Construccion
8919,Lleida,25,14.5,2016,3,Construccion
8920,Lugo,27,11.7,2016,3,Construccion
8921,Madrid,28,169.2,2016,3,Construccion
8922,MÃ¡laga,29,51.9,2016,3,Construccion
8923,Murcia,30,30.3,2016,3,Construccion
8924,Navarra,31,13.4,2016,3,Construccion
8925,Ourense,32,8.0,2016,3,Construccion
8926,Palencia,34,4.8,2016,3,Construccion
8927,"Palmas, Las",35,27.1,2016,3,Construccion
8928,Pontevedra,36,27.1,2016,3,Construccion
8929,"Rioja, La",26,7.1,2016,3,Construccion
8930,Salamanca,37,8.0,2016,3,Construccion
8931,Santa Cruz de Tenerife,38,25.6,2016,3,Construccion
8932,Segovia,40,6.1,2016,3,Construccion
8933,Sevilla,41,45.2,2016,3,Construccion
8934,Soria,42,2.3,2016,3,Construccion
8935,Tarragona,43,24.2,2016,3,Construccion
8936,Teruel,44,6.6,2016,3,Construccion
8937,Toledo,45,23.5,2016,3,Construccion
8938,Valencia/ValÃ¨ncia,46,70.0,2016,3,Construccion
8939,Valladolid,47,10.5,2016,3,Construccion
8940,Zamora,49,5.8,2016,3,Construccion
8941,Zaragoza,50,22.5,2016,3,Construccion
8942,Ceuta,51,1.4,2016,3,Construccion
8943,Melilla,52,1.0,2016,3,Construccion
8944,Albacete,2,20.0,2016,3,Industria
8945,Alicante/Alacant,3,118.7,2016,3,Industria
8946,AlmerÃ­a,4,20.1,2016,3,Industria
8947,Araba/Ã�lava,1,44.4,2016,3,Industria
8948,Asturias,33,60.3,2016,3,Industria
8949,Ã�vila,5,6.0,2016,3,Industria
8950,Badajoz,6,26.1,2016,3,Industria
8951,"Balears, Illes",7,38.1,2016,3,Industria
8952,Barcelona,8,457.9,2016,3,Industria
8953,Bizkaia,48,94.0,2016,3,Industria
8954,Burgos,9,38.6,2016,3,Industria
8955,CÃ¡ceres,10,13.9,2016,3,Industria
8956,CÃ¡diz,11,52.6,2016,3,Industria
8957,Cantabria,39,38.6,2016,3,Industria
8958,CastellÃ³n/CastellÃ³,12,54.2,2016,3,Industria
8959,Ciudad Real,13,28.0,2016,3,Industria
8960,CÃ³rdoba,14,33.6,2016,3,Industria
8961,"CoruÃ±a, A",15,70.1,2016,3,Industria
8962,Cuenca,16,12.7,2016,3,Industria
8963,Gipuzkoa,20,69.2,2016,3,Industria
8964,Girona,17,69.2,2016,3,Industria
8965,Granada,18,27.5,2016,3,Industria
8966,Guadalajara,19,16.5,2016,3,Industria
8967,Huelva,21,16.7,2016,3,Industria
8968,Huesca,22,13.0,2016,3,Industria
8969,JaÃ©n,23,31.3,2016,3,Industria
8970,LeÃ³n,24,26.8,2016,3,Industria
8971,Lleida,25,29.2,2016,3,Industria
8972,Lugo,27,14.6,2016,3,Industria
8973,Madrid,28,237.8,2016,3,Industria
8974,MÃ¡laga,29,35.7,2016,3,Industria
8975,Murcia,30,78.5,2016,3,Industria
8976,Navarra,31,72.5,2016,3,Industria
8977,Ourense,32,19.1,2016,3,Industria
8978,Palencia,34,15.0,2016,3,Industria
8979,"Palmas, Las",35,26.4,2016,3,Industria
8980,Pontevedra,36,72.4,2016,3,Industria
8981,"Rioja, La",26,36.9,2016,3,Industria
8982,Salamanca,37,20.2,2016,3,Industria
8983,Santa Cruz de Tenerife,38,22.8,2016,3,Industria
8984,Segovia,40,11.1,2016,3,Industria
8985,Sevilla,41,81.7,2016,3,Industria
8986,Soria,42,9.0,2016,3,Industria
8987,Tarragona,43,56.1,2016,3,Industria
8988,Teruel,44,11.8,2016,3,Industria
8989,Toledo,45,53.8,2016,3,Industria
8990,Valencia/ValÃ¨ncia,46,165.0,2016,3,Industria
8991,Valladolid,47,42.3,2016,3,Industria
8992,Zamora,49,7.7,2016,3,Industria
8993,Zaragoza,50,82.6,2016,3,Industria
8994,Ceuta,51,0.5,2016,3,Industria
8995,Melilla,52,0.6,2016,3,Industria
8996,Albacete,2,22.3,2016,3,ParadosActivos
8997,Alicante/Alacant,3,111.5,2016,3,ParadosActivos
8998,AlmerÃ­a,4,38.1,2016,3,ParadosActivos
8999,Araba/Ã�lava,1,10.6,2016,3,ParadosActivos
9000,Asturias,33,53.8,2016,3,ParadosActivos
9001,Ã�vila,5,8.7,2016,3,ParadosActivos
9002,Badajoz,6,51.1,2016,3,ParadosActivos
9003,"Balears, Illes",7,37.5,2016,3,ParadosActivos
9004,Barcelona,8,271.0,2016,3,ParadosActivos
9005,Bizkaia,48,50.9,2016,3,ParadosActivos
9006,Burgos,9,9.4,2016,3,ParadosActivos
9007,CÃ¡ceres,10,19.9,2016,3,ParadosActivos
9008,CÃ¡diz,11,115.5,2016,3,ParadosActivos
9009,Cantabria,39,20.6,2016,3,ParadosActivos
9010,CastellÃ³n/CastellÃ³,12,29.5,2016,3,ParadosActivos
9011,Ciudad Real,13,35.4,2016,3,ParadosActivos
9012,CÃ³rdoba,14,55.4,2016,3,ParadosActivos
9013,"CoruÃ±a, A",15,51.0,2016,3,ParadosActivos
9014,Cuenca,16,12.3,2016,3,ParadosActivos
9015,Gipuzkoa,20,20.0,2016,3,ParadosActivos
9016,Girona,17,33.2,2016,3,ParadosActivos
9017,Granada,18,66.6,2016,3,ParadosActivos
9018,Guadalajara,19,10.2,2016,3,ParadosActivos
9019,Huelva,21,26.0,2016,3,ParadosActivos
9020,Huesca,22,6.0,2016,3,ParadosActivos
9021,JaÃ©n,23,32.8,2016,3,ParadosActivos
9022,LeÃ³n,24,23.7,2016,3,ParadosActivos
9023,Lleida,25,11.6,2016,3,ParadosActivos
9024,Lugo,27,13.6,2016,3,ParadosActivos
9025,Madrid,28,303.4,2016,3,ParadosActivos
9026,MÃ¡laga,29,101.9,2016,3,ParadosActivos
9027,Murcia,30,78.8,2016,3,ParadosActivos
9028,Navarra,31,22.3,2016,3,ParadosActivos
9029,Ourense,32,16.5,2016,3,ParadosActivos
9030,Palencia,34,7.4,2016,3,ParadosActivos
9031,"Palmas, Las",35,95.4,2016,3,ParadosActivos
9032,Pontevedra,36,50.1,2016,3,ParadosActivos
9033,"Rioja, La",26,9.5,2016,3,ParadosActivos
9034,Salamanca,37,14.4,2016,3,ParadosActivos
9035,Santa Cruz de Tenerife,38,81.2,2016,3,ParadosActivos
9036,Segovia,40,4.3,2016,3,ParadosActivos
9037,Sevilla,41,136.6,2016,3,ParadosActivos
9038,Soria,42,3.4,2016,3,ParadosActivos
9039,Tarragona,43,43.2,2016,3,ParadosActivos
9040,Teruel,44,5.5,2016,3,ParadosActivos
9041,Toledo,45,50.7,2016,3,ParadosActivos
9042,Valencia/ValÃ¨ncia,46,139.8,2016,3,ParadosActivos
9043,Valladolid,47,18.1,2016,3,ParadosActivos
9044,Zamora,49,7.9,2016,3,ParadosActivos
9045,Zaragoza,50,46.7,2016,3,ParadosActivos
9046,Ceuta,51,7.5,2016,3,ParadosActivos
9047,Melilla,52,8.7,2016,3,ParadosActivos
9048,Albacete,2,105.8,2016,3,Servicios
9049,Alicante/Alacant,3,618.3,2016,3,Servicios
9050,AlmerÃ­a,4,176.0,2016,3,Servicios
9051,Araba/Ã�lava,1,93.9,2016,3,Servicios
9052,Asturias,33,320.4,2016,3,Servicios
9053,Ã�vila,5,51.8,2016,3,Servicios
9054,Badajoz,6,185.0,2016,3,Servicios
9055,"Balears, Illes",7,506.4,2016,3,Servicios
9056,Barcelona,8,1909.4,2016,3,Servicios
9057,Bizkaia,48,361.0,2016,3,Servicios
9058,Burgos,9,111.7,2016,3,Servicios
9059,CÃ¡ceres,10,115.0,2016,3,Servicios
9060,CÃ¡diz,11,369.6,2016,3,Servicios
9061,Cantabria,39,192.2,2016,3,Servicios
9062,CastellÃ³n/CastellÃ³,12,158.8,2016,3,Servicios
9063,Ciudad Real,13,133.5,2016,3,Servicios
9064,CÃ³rdoba,14,229.3,2016,3,Servicios
9065,"CoruÃ±a, A",15,356.8,2016,3,Servicios
9066,Cuenca,16,54.8,2016,3,Servicios
9067,Gipuzkoa,20,231.1,2016,3,Servicios
9068,Girona,17,244.8,2016,3,Servicios
9069,Granada,18,280.9,2016,3,Servicios
9070,Guadalajara,19,92.9,2016,3,Servicios
9071,Huelva,21,133.2,2016,3,Servicios
9072,Huesca,22,69.5,2016,3,Servicios
9073,JaÃ©n,23,155.4,2016,3,Servicios
9074,LeÃ³n,24,138.3,2016,3,Servicios
9075,Lleida,25,133.6,2016,3,Servicios
9076,Lugo,27,93.7,2016,3,Servicios
9077,Madrid,28,2618.3,2016,3,Servicios
9078,MÃ¡laga,29,575.9,2016,3,Servicios
9079,Murcia,30,425.8,2016,3,Servicios
9080,Navarra,31,190.7,2016,3,Servicios
9081,Ourense,32,84.1,2016,3,Servicios
9082,Palencia,34,42.7,2016,3,Servicios
9083,"Palmas, Las",35,404.7,2016,3,Servicios
9084,Pontevedra,36,267.0,2016,3,Servicios
9085,"Rioja, La",26,91.3,2016,3,Servicios
9086,Salamanca,37,98.5,2016,3,Servicios
9087,Santa Cruz de Tenerife,38,393.8,2016,3,Servicios
9088,Segovia,40,50.6,2016,3,Servicios
9089,Sevilla,41,600.1,2016,3,Servicios
9090,Soria,42,23.3,2016,3,Servicios
9091,Tarragona,43,250.2,2016,3,Servicios
9092,Teruel,44,35.2,2016,3,Servicios
9093,Toledo,45,191.7,2016,3,Servicios
9094,Valencia/ValÃ¨ncia,46,838.8,2016,3,Servicios
9095,Valladolid,47,166.3,2016,3,Servicios
9096,Zamora,49,48.7,2016,3,Servicios
9097,Zaragoza,50,305.0,2016,3,Servicios
9098,Ceuta,51,27.4,2016,3,Servicios
9099,Melilla,52,26.8,2016,3,Servicios
9100,Albacete,2,17.0,2016,4,Agricultura
9101,Alicante/Alacant,3,16.0,2016,4,Agricultura
9102,AlmerÃ­a,4,89.2,2016,4,Agricultura
9103,Araba/Ã�lava,1,4.0,2016,4,Agricultura
9104,Asturias,33,14.0,2016,4,Agricultura
9105,Ã�vila,5,6.3,2016,4,Agricultura
9106,Badajoz,6,39.0,2016,4,Agricultura
9107,"Balears, Illes",7,3.8,2016,4,Agricultura
9108,Barcelona,8,11.4,2016,4,Agricultura
9109,Bizkaia,48,9.1,2016,4,Agricultura
9110,Burgos,9,6.0,2016,4,Agricultura
9111,CÃ¡ceres,10,15.2,2016,4,Agricultura
9112,CÃ¡diz,11,16.9,2016,4,Agricultura
9113,Cantabria,39,6.3,2016,4,Agricultura
9114,CastellÃ³n/CastellÃ³,12,9.9,2016,4,Agricultura
9115,Ciudad Real,13,22.0,2016,4,Agricultura
9116,CÃ³rdoba,14,51.8,2016,4,Agricultura
9117,"CoruÃ±a, A",15,29.5,2016,4,Agricultura
9118,Cuenca,16,14.9,2016,4,Agricultura
9119,Gipuzkoa,20,3.1,2016,4,Agricultura
9120,Girona,17,9.0,2016,4,Agricultura
9121,Granada,18,41.8,2016,4,Agricultura
9122,Guadalajara,19,2.8,2016,4,Agricultura
9123,Huelva,21,47.3,2016,4,Agricultura
9124,Huesca,22,14.0,2016,4,Agricultura
9125,JaÃ©n,23,61.7,2016,4,Agricultura
9126,LeÃ³n,24,10.4,2016,4,Agricultura
9127,Lleida,25,17.6,2016,4,Agricultura
9128,Lugo,27,21.3,2016,4,Agricultura
9129,Madrid,28,8.1,2016,4,Agricultura
9130,MÃ¡laga,29,19.9,2016,4,Agricultura
9131,Murcia,30,90.1,2016,4,Agricultura
9132,Navarra,31,11.8,2016,4,Agricultura
9133,Ourense,32,8.7,2016,4,Agricultura
9134,Palencia,34,6.5,2016,4,Agricultura
9135,"Palmas, Las",35,10.7,2016,4,Agricultura
9136,Pontevedra,36,23.1,2016,4,Agricultura
9137,"Rioja, La",26,10.2,2016,4,Agricultura
9138,Salamanca,37,10.8,2016,4,Agricultura
9139,Santa Cruz de Tenerife,38,12.5,2016,4,Agricultura
9140,Segovia,40,8.3,2016,4,Agricultura
9141,Sevilla,41,62.0,2016,4,Agricultura
9142,Soria,42,3.7,2016,4,Agricultura
9143,Tarragona,43,20.9,2016,4,Agricultura
9144,Teruel,44,6.9,2016,4,Agricultura
9145,Toledo,45,22.5,2016,4,Agricultura
9146,Valencia/ValÃ¨ncia,46,42.0,2016,4,Agricultura
9147,Valladolid,47,10.0,2016,4,Agricultura
9148,Zamora,49,11.8,2016,4,Agricultura
9149,Zaragoza,50,22.6,2016,4,Agricultura
9150,Ceuta,51,0.0,2016,4,Agricultura
9151,Melilla,52,0.0,2016,4,Agricultura
9152,Albacete,2,9.8,2016,4,Construccion
9153,Alicante/Alacant,3,51.0,2016,4,Construccion
9154,AlmerÃ­a,4,20.2,2016,4,Construccion
9155,Araba/Ã�lava,1,5.7,2016,4,Construccion
9156,Asturias,33,23.9,2016,4,Construccion
9157,Ã�vila,5,5.1,2016,4,Construccion
9158,Badajoz,6,17.2,2016,4,Construccion
9159,"Balears, Illes",7,57.6,2016,4,Construccion
9160,Barcelona,8,139.2,2016,4,Construccion
9161,Bizkaia,48,32.3,2016,4,Construccion
9162,Burgos,9,13.2,2016,4,Construccion
9163,CÃ¡ceres,10,14.0,2016,4,Construccion
9164,CÃ¡diz,11,28.6,2016,4,Construccion
9165,Cantabria,39,17.8,2016,4,Construccion
9166,CastellÃ³n/CastellÃ³,12,14.9,2016,4,Construccion
9167,Ciudad Real,13,16.0,2016,4,Construccion
9168,CÃ³rdoba,14,18.3,2016,4,Construccion
9169,"CoruÃ±a, A",15,32.9,2016,4,Construccion
9170,Cuenca,16,7.5,2016,4,Construccion
9171,Gipuzkoa,20,16.4,2016,4,Construccion
9172,Girona,17,26.6,2016,4,Construccion
9173,Granada,18,19.8,2016,4,Construccion
9174,Guadalajara,19,8.1,2016,4,Construccion
9175,Huelva,21,18.1,2016,4,Construccion
9176,Huesca,22,7.2,2016,4,Construccion
9177,JaÃ©n,23,15.0,2016,4,Construccion
9178,LeÃ³n,24,12.4,2016,4,Construccion
9179,Lleida,25,14.8,2016,4,Construccion
9180,Lugo,27,10.8,2016,4,Construccion
9181,Madrid,28,160.9,2016,4,Construccion
9182,MÃ¡laga,29,50.4,2016,4,Construccion
9183,Murcia,30,33.1,2016,4,Construccion
9184,Navarra,31,12.2,2016,4,Construccion
9185,Ourense,32,8.1,2016,4,Construccion
9186,Palencia,34,4.3,2016,4,Construccion
9187,"Palmas, Las",35,25.5,2016,4,Construccion
9188,Pontevedra,36,24.3,2016,4,Construccion
9189,"Rioja, La",26,6.8,2016,4,Construccion
9190,Salamanca,37,7.1,2016,4,Construccion
9191,Santa Cruz de Tenerife,38,30.5,2016,4,Construccion
9192,Segovia,40,6.6,2016,4,Construccion
9193,Sevilla,41,46.2,2016,4,Construccion
9194,Soria,42,3.2,2016,4,Construccion
9195,Tarragona,43,23.4,2016,4,Construccion
9196,Teruel,44,5.9,2016,4,Construccion
9197,Toledo,45,23.2,2016,4,Construccion
9198,Valencia/ValÃ¨ncia,46,64.7,2016,4,Construccion
9199,Valladolid,47,11.9,2016,4,Construccion
9200,Zamora,49,6.6,2016,4,Construccion
9201,Zaragoza,50,19.5,2016,4,Construccion
9202,Ceuta,51,1.2,2016,4,Construccion
9203,Melilla,52,1.3,2016,4,Construccion
9204,Albacete,2,21.8,2016,4,Industria
9205,Alicante/Alacant,3,135.1,2016,4,Industria
9206,AlmerÃ­a,4,17.1,2016,4,Industria
9207,Araba/Ã�lava,1,43.8,2016,4,Industria
9208,Asturias,33,64.7,2016,4,Industria
9209,Ã�vila,5,6.9,2016,4,Industria
9210,Badajoz,6,26.0,2016,4,Industria
9211,"Balears, Illes",7,36.6,2016,4,Industria
9212,Barcelona,8,457.7,2016,4,Industria
9213,Bizkaia,48,101.2,2016,4,Industria
9214,Burgos,9,40.3,2016,4,Industria
9215,CÃ¡ceres,10,15.4,2016,4,Industria
9216,CÃ¡diz,11,49.1,2016,4,Industria
9217,Cantabria,39,40.8,2016,4,Industria
9218,CastellÃ³n/CastellÃ³,12,58.1,2016,4,Industria
9219,Ciudad Real,13,29.4,2016,4,Industria
9220,CÃ³rdoba,14,29.4,2016,4,Industria
9221,"CoruÃ±a, A",15,71.4,2016,4,Industria
9222,Cuenca,16,13.1,2016,4,Industria
9223,Gipuzkoa,20,71.8,2016,4,Industria
9224,Girona,17,67.5,2016,4,Industria
9225,Granada,18,26.8,2016,4,Industria
9226,Guadalajara,19,17.9,2016,4,Industria
9227,Huelva,21,15.6,2016,4,Industria
9228,Huesca,22,13.3,2016,4,Industria
9229,JaÃ©n,23,29.6,2016,4,Industria
9230,LeÃ³n,24,28.1,2016,4,Industria
9231,Lleida,25,30.0,2016,4,Industria
9232,Lugo,27,14.0,2016,4,Industria
9233,Madrid,28,250.6,2016,4,Industria
9234,MÃ¡laga,29,39.7,2016,4,Industria
9235,Murcia,30,81.8,2016,4,Industria
9236,Navarra,31,75.1,2016,4,Industria
9237,Ourense,32,18.8,2016,4,Industria
9238,Palencia,34,15.1,2016,4,Industria
9239,"Palmas, Las",35,23.1,2016,4,Industria
9240,Pontevedra,36,73.7,2016,4,Industria
9241,"Rioja, La",26,34.6,2016,4,Industria
9242,Salamanca,37,17.5,2016,4,Industria
9243,Santa Cruz de Tenerife,38,21.1,2016,4,Industria
9244,Segovia,40,11.1,2016,4,Industria
9245,Sevilla,41,78.9,2016,4,Industria
9246,Soria,42,8.5,2016,4,Industria
9247,Tarragona,43,60.6,2016,4,Industria
9248,Teruel,44,11.8,2016,4,Industria
9249,Toledo,45,54.0,2016,4,Industria
9250,Valencia/ValÃ¨ncia,46,168.8,2016,4,Industria
9251,Valladolid,47,41.9,2016,4,Industria
9252,Zamora,49,8.0,2016,4,Industria
9253,Zaragoza,50,83.7,2016,4,Industria
9254,Ceuta,51,0.7,2016,4,Industria
9255,Melilla,52,1.3,2016,4,Industria
9256,Albacete,2,23.6,2016,4,ParadosActivos
9257,Alicante/Alacant,3,87.6,2016,4,ParadosActivos
9258,AlmerÃ­a,4,38.2,2016,4,ParadosActivos
9259,Araba/Ã�lava,1,12.6,2016,4,ParadosActivos
9260,Asturias,33,42.5,2016,4,ParadosActivos
9261,Ã�vila,5,7.1,2016,4,ParadosActivos
9262,Badajoz,6,52.7,2016,4,ParadosActivos
9263,"Balears, Illes",7,38.0,2016,4,ParadosActivos
9264,Barcelona,8,271.2,2016,4,ParadosActivos
9265,Bizkaia,48,48.2,2016,4,ParadosActivos
9266,Burgos,9,8.8,2016,4,ParadosActivos
9267,CÃ¡ceres,10,19.6,2016,4,ParadosActivos
9268,CÃ¡diz,11,108.4,2016,4,ParadosActivos
9269,Cantabria,39,20.2,2016,4,ParadosActivos
9270,CastellÃ³n/CastellÃ³,12,29.0,2016,4,ParadosActivos
9271,Ciudad Real,13,34.5,2016,4,ParadosActivos
9272,CÃ³rdoba,14,56.0,2016,4,ParadosActivos
9273,"CoruÃ±a, A",15,48.6,2016,4,ParadosActivos
9274,Cuenca,16,7.5,2016,4,ParadosActivos
9275,Gipuzkoa,20,20.2,2016,4,ParadosActivos
9276,Girona,17,30.1,2016,4,ParadosActivos
9277,Granada,18,67.4,2016,4,ParadosActivos
9278,Guadalajara,19,11.2,2016,4,ParadosActivos
9279,Huelva,21,25.9,2016,4,ParadosActivos
9280,Huesca,22,6.0,2016,4,ParadosActivos
9281,JaÃ©n,23,31.1,2016,4,ParadosActivos
9282,LeÃ³n,24,24.0,2016,4,ParadosActivos
9283,Lleida,25,14.2,2016,4,ParadosActivos
9284,Lugo,27,11.2,2016,4,ParadosActivos
9285,Madrid,28,293.9,2016,4,ParadosActivos
9286,MÃ¡laga,29,92.6,2016,4,ParadosActivos
9287,Murcia,30,69.3,2016,4,ParadosActivos
9288,Navarra,31,17.0,2016,4,ParadosActivos
9289,Ourense,32,14.5,2016,4,ParadosActivos
9290,Palencia,34,6.7,2016,4,ParadosActivos
9291,"Palmas, Las",35,83.0,2016,4,ParadosActivos
9292,Pontevedra,36,48.7,2016,4,ParadosActivos
9293,"Rioja, La",26,8.2,2016,4,ParadosActivos
9294,Salamanca,37,14.7,2016,4,ParadosActivos
9295,Santa Cruz de Tenerife,38,75.0,2016,4,ParadosActivos
9296,Segovia,40,5.3,2016,4,ParadosActivos
9297,Sevilla,41,135.4,2016,4,ParadosActivos
9298,Soria,42,3.4,2016,4,ParadosActivos
9299,Tarragona,43,37.8,2016,4,ParadosActivos
9300,Teruel,44,4.3,2016,4,ParadosActivos
9301,Toledo,45,46.1,2016,4,ParadosActivos
9302,Valencia/ValÃ¨ncia,46,145.1,2016,4,ParadosActivos
9303,Valladolid,47,19.8,2016,4,ParadosActivos
9304,Zamora,49,7.7,2016,4,ParadosActivos
9305,Zaragoza,50,39.2,2016,4,ParadosActivos
9306,Ceuta,51,5.8,2016,4,ParadosActivos
9307,Melilla,52,7.5,2016,4,ParadosActivos
9308,Albacete,2,110.8,2016,4,Servicios
9309,Alicante/Alacant,3,612.2,2016,4,Servicios
9310,AlmerÃ­a,4,183.4,2016,4,Servicios
9311,Araba/Ã�lava,1,90.8,2016,4,Servicios
9312,Asturias,33,316.0,2016,4,Servicios
9313,Ã�vila,5,51.5,2016,4,Servicios
9314,Badajoz,6,185.9,2016,4,Servicios
9315,"Balears, Illes",7,457.5,2016,4,Servicios
9316,Barcelona,8,1921.4,2016,4,Servicios
9317,Bizkaia,48,354.6,2016,4,Servicios
9318,Burgos,9,109.9,2016,4,Servicios
9319,CÃ¡ceres,10,114.2,2016,4,Servicios
9320,CÃ¡diz,11,372.8,2016,4,Servicios
9321,Cantabria,39,191.4,2016,4,Servicios
9322,CastellÃ³n/CastellÃ³,12,158.2,2016,4,Servicios
9323,Ciudad Real,13,134.0,2016,4,Servicios
9324,CÃ³rdoba,14,222.9,2016,4,Servicios
9325,"CoruÃ±a, A",15,353.3,2016,4,Servicios
9326,Cuenca,16,53.3,2016,4,Servicios
9327,Gipuzkoa,20,214.6,2016,4,Servicios
9328,Girona,17,241.0,2016,4,Servicios
9329,Granada,18,285.5,2016,4,Servicios
9330,Guadalajara,19,94.5,2016,4,Servicios
9331,Huelva,21,131.3,2016,4,Servicios
9332,Huesca,22,66.6,2016,4,Servicios
9333,JaÃ©n,23,157.3,2016,4,Servicios
9334,LeÃ³n,24,131.8,2016,4,Servicios
9335,Lleida,25,131.9,2016,4,Servicios
9336,Lugo,27,92.2,2016,4,Servicios
9337,Madrid,28,2636.4,2016,4,Servicios
9338,MÃ¡laga,29,557.6,2016,4,Servicios
9339,Murcia,30,427.7,2016,4,Servicios
9340,Navarra,31,192.1,2016,4,Servicios
9341,Ourense,32,83.6,2016,4,Servicios
9342,Palencia,34,41.9,2016,4,Servicios
9343,"Palmas, Las",35,417.7,2016,4,Servicios
9344,Pontevedra,36,265.1,2016,4,Servicios
9345,"Rioja, La",26,92.5,2016,4,Servicios
9346,Salamanca,37,97.1,2016,4,Servicios
9347,Santa Cruz de Tenerife,38,401.2,2016,4,Servicios
9348,Segovia,40,48.6,2016,4,Servicios
9349,Sevilla,41,606.1,2016,4,Servicios
9350,Soria,42,25.2,2016,4,Servicios
9351,Tarragona,43,234.7,2016,4,Servicios
9352,Teruel,44,35.3,2016,4,Servicios
